ingredient_code,ingredient_name_eng,dur_categories,elderly_caution_detail,ingredient_name_kor,category,common_dose
520700ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
523800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
524700ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
632000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
635600ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
635600ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
635700ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
635700ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
639800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
641400ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
641800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
641900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
642000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
645000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
648400ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
648500ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
648600ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
649000ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
649100ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
649200ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
649300ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
649400ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
649500ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
649900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
650000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
650100ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
653800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
653900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
654000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
654100ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
655700ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
671800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
672000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
672500ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
672600ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
672700ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
672800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
673800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
675500ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
678000ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
678100ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
679100ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
679200ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
683300ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
683400ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
702500ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
702600ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
702700ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
702900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
703000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
704100ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
704200ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
704300ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
705100ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
705200ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
705300ATB,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
708200ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
708300ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
708400ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
709300ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
709400ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
709500ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
710900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
711000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
711100ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
714700ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
714800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
715200ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
715300ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
715400ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
715500ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
718200ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
718300ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
718500ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
718600ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
718700ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
718800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
718900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
719000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
719100ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
719200ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
719300ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
719400ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
721700ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
721800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
721900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
722000ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
722200ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
722300ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
722400ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
722500ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
722900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
726300ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
726800ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
726900ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
731200ATR,metformin hydrochloride,병용금기,,메트포르민염산염,당뇨,1일 2~3회 500mg
672500ATR,metformin hydrochloride + rosuvastatin calcium,임산부금기,,,,
672600ATR,metformin hydrochloride + rosuvastatin calcium,임산부금기,,,,
672700ATR,metformin hydrochloride + rosuvastatin calcium,임산부금기,,,,
672800ATR,metformin hydrochloride + rosuvastatin calcium,임산부금기,,,,
708200ATR,"metformin hydrochloride, teneligliptin",임산부금기,,,,
708300ATR,"metformin hydrochloride, teneligliptin",임산부금기,,,,
708400ATR,"metformin hydrochloride, teneligliptin",임산부금기,,,,
705100ATB,metformin+sitagliptin,임산부금기,,,,
705200ATB,metformin+sitagliptin,임산부금기,,,,
705300ATB,metformin+sitagliptin,임산부금기,,,,
641800ATR,"metformin, teneligliptin hydrobromide hydrate",임산부금기,,,,
642000ATR,"metformin, teneligliptin hydrobromide hydrate",임산부금기,,,,
641900ATR,"metformin,teneligliptin hydrobromide hydrate",임산부금기,,,,
191801ATB,methimazole,임산부금기,,,,
191803ATB,methimazole,임산부금기,,,,
192132BIJ,methotrexate,병용금기,,,,
192134BIJ,methotrexate,병용금기,,,,
192136BIJ,methotrexate,병용금기,,,,
192139BIJ,methotrexate,병용금기,,,,
192141BIJ,methotrexate,병용금기,,,,
192142BIJ,methotrexate,병용금기,,,,
192143BIJ,methotrexate,병용금기,,,,
192144BIJ,methotrexate,병용금기,,,,
192141BIJ,methotrexate   0.5g(25mg/mL),임산부금기,,,,
192132BIJ,methotrexate   10mg(50mg/mL),임산부금기,,,,
192134BIJ,methotrexate   15mg(50mg/mL),임산부금기,,,,
192142BIJ,methotrexate   1g(0.1g/mL),임산부금기,,,,
192136BIJ,methotrexate   20mg(50mg/mL),임산부금기,,,,
192144BIJ,methotrexate   25mg(50mg/mL),임산부금기,,,,
192139BIJ,methotrexate   50mg(25mg/mL),임산부금기,,,,
192143BIJ,methotrexate   5g(0.1g/mL),임산부금기,,,,
504303BIJ,methoxy polyethylene glycol-epoetin β,임산부금기,,,,
504305BIJ,methoxy polyethylene glycol-epoetin β,임산부금기,,,,
504306BIJ,methoxy polyethylene glycol-epoetin β,임산부금기,,,,
504307BIJ,methoxy polyethylene glycol-epoetin β,임산부금기,,,,
504308BIJ,methoxy polyethylene glycol-epoetin β,임산부금기,,,,
504309BIJ,methoxy polyethylene glycol-epoetin β,임산부금기,,,,
504310BIJ,methoxy polyethylene glycol-epoetin β,임산부금기,,,,
504311BIJ,methoxy polyethylene glycol-epoetin β,임산부금기,,,,
192803BIJ,methylene blue,임산부금기,,,,
192804BIJ,methylene blue,임산부금기,,,,
192901ATB,methylergometrine,임산부금기,,,,
192901ATB,methylergometrine maleate,병용금기,,,,
193030BIJ,methylergonovine maleate,병용금기,,,,
193030BIJ,methylergonovine maleate   0.2mg(0.2mg/mL),임산부금기,,,,
193302ATB,methylprednisolone,임산부금기,,,,
193305ATB,methylprednisolone,임산부금기,,,,
193601BIJ,methylprednisolone sodium succinate,임산부금기,,,,
193603BIJ,methylprednisolone sodium succinate,임산부금기,,,,
193604BIJ,methylprednisolone sodium succinate,임산부금기,,,,
193802ATB,metoprolol,임산부금기,,,,
194101ATB,metronidazole,병용금기,,,,
194131BIJ,metronidazole,병용금기,,,,
311000ATB,metronidazole,병용금기,,,,
194701ACS,microemulsion cyclosporine,병용금기,,,,
194702ACS,microemulsion cyclosporine,병용금기,,,,
194703ACS,microemulsion cyclosporine,병용금기,,,,
194730ALQ,microemulsion cyclosporine,병용금기,,,,
194730ALQ,microemulsion cyclosporine   5g(0.1g/mL),임산부금기,,,,
641600ATB,micronized dolutegravir sodium (as dolutegravir),병용금기,,,,
636700CSI,micronized fluticasone furoate+micronized vilanterol trifenatate (as vilanterol),임산부금기,,,,
636800CSI,micronized fluticasone furoate+micronized vilanterol trifenatate (as vilanterol),임산부금기,,,,
632201ATB,micronized macitentan,임산부금기,,,,
195001ACS,micronized progesterone,임산부금기,,,,
195232BIJ,midazolam   15mg(5mg/mL),임산부금기,,,,
195230BIJ,midazolam   3mg(1mg/mL),임산부금기,,,,
195231BIJ,midazolam   5mg(1mg/mL),임산부금기,,,,
195601ATB,midodrine,임산부금기,,,,
677701ACS,midostaurin,임산부금기,,,,
668001ACH,migalastat,임산부금기,,,,
406201ATB,miglitol,임산부금기,,,,
505901ACH,miglustat,임산부금기,,,,
123901ATB,milk thistle fruit ext.,연령금기,,,,
123907ACS,milk thistle fruit ext.,연령금기,,,,
123908ACS,milk thistle fruit ext.,연령금기,,,,
124001ACH,milk thistle fruit ext. powder,연령금기,,,,
124002ACH,milk thistle fruit ext. powder,연령금기,,,,
355801ACH,milnacipran hydrochloride,연령금기,,,,
355802ACH,milnacipran hydrochloride,연령금기,,,,
355803ACH,milnacipran hydrochloride,연령금기,,,,
195730BIJ,milrinone,임산부금기,,,,
195903ACH,minocycline,임산부금기,,,,
196102ATB,minoxidil,임산부금기,,,,
625701ATR,mirabegron,임산부금기,,,,
625702ATR,mirabegron,임산부금기,,,,
552301ATB,mirodenafil,임산부금기,,,,
552302ATB,mirodenafil,임산부금기,,,,
699301ATB,mirogabalin,임산부금기,,,,
699302ATB,mirogabalin,임산부금기,,,,
699303ATB,mirogabalin,임산부금기,,,,
699304ATB,mirogabalin,임산부금기,,,,
196301ATB,misoprostol,임산부금기,,,,
196302ATB,misoprostol,임산부금기,,,,
486101ATB,mitiglinide,임산부금기,,,,
196401BIJ,mitomycin C,임산부금기,,,,
567801ATB,mitotane,임산부금기,,,,
196530BIJ,mitoxantrone hydrochloride   23.3mg(2.33mg/mL),임산부금기,,,,
355901ATB,mizolastine,병용금기,,,,
196601ATB,mizoribine,임산부금기,,,,
196602ATB,mizoribine,임산부금기,,,,
707001ACS,molnupiravir,연령금기,,,,
197001ATB,molsidomin,병용금기,,,,
197002ATB,molsidomin,병용금기,,,,
361308CSI,mometasone,임산부금기,,,,
361330CCM,mometasone,임산부금기,,,,
361331CSI,mometasone,임산부금기,,,,
361332CCM,mometasone,임산부금기,,,,
361333CCM,mometasone,임산부금기,,,,
361334CCM,mometasone,임산부금기,,,,
361334COM,mometasone,임산부금기,,,,
361335CLT,mometasone,임산부금기,,,,
361336CCM,mometasone,임산부금기,,,,
361338CCM,mometasone,임산부금기,,,,
361339CLT,mometasone,임산부금기,,,,
361340CLT,mometasone,임산부금기,,,,
361342CLT,mometasone,임산부금기,,,,
361344CLT,mometasone,임산부금기,,,,
361346CCM,mometasone,임산부금기,,,,
361346COM,mometasone,임산부금기,,,,
361347CCM,mometasone,임산부금기,,,,
361347COM,mometasone,임산부금기,,,,
361349CSI,mometasone,임산부금기,,,,
361350CLT,mometasone,임산부금기,,,,
690000CSI,mometasone,임산부금기,,,,
690100CSI,mometasone,임산부금기,,,,
361308CSI,mometasone furoate,연령금기,,,,
361330CCM,mometasone furoate,연령금기,,,,
361331CSI,mometasone furoate,연령금기,,,,
361332CCM,mometasone furoate,연령금기,,,,
361333CCM,mometasone furoate,연령금기,,,,
361334CCM,mometasone furoate,연령금기,,,,
361334COM,mometasone furoate,연령금기,,,,
361335CLT,mometasone furoate,연령금기,,,,
361336CCM,mometasone furoate,연령금기,,,,
361338CCM,mometasone furoate,연령금기,,,,
361339CLT,mometasone furoate,연령금기,,,,
361340CLT,mometasone furoate,연령금기,,,,
361342CLT,mometasone furoate,연령금기,,,,
361344CLT,mometasone furoate,연령금기,,,,
361346CCM,mometasone furoate,연령금기,,,,
361346COM,mometasone furoate,연령금기,,,,
361347CCM,mometasone furoate,연령금기,,,,
361347COM,mometasone furoate,연령금기,,,,
361349CSI,mometasone furoate,연령금기,,,,
361350CLT,mometasone furoate,연령금기,,,,
458402ATB,morniflumate,임산부금기,,,,
197301ATR,morphine,임산부금기,,,,
197302ATR,morphine,임산부금기,,,,
197305ATB,morphine,임산부금기,,,,
197340BIJ,morphine,임산부금기,,,,
197343BIJ,morphine,임산부금기,,,,
197230BIJ,morphine hydrochloride,병용금기,,,,
197231BIJ,morphine hydrochloride,병용금기,,,,
197231BIJ,morphine hydrochloride   10mg(10mg/mL),임산부금기,,,,
197230BIJ,morphine hydrochloride   5mg(10mg/mL),임산부금기,,,,
197305ATB,morphine sulfate,병용금기,,,,
197330BIJ,morphine sulfate,병용금기,,,,
197331BIJ,morphine sulfate,병용금기,,,,
197332BIJ,morphine sulfate,병용금기,,,,
197334BIJ,morphine sulfate,병용금기,,,,
197335BIJ,morphine sulfate,병용금기,,,,
197336BIJ,morphine sulfate,병용금기,,,,
197337BIJ,morphine sulfate,병용금기,,,,
197339BIJ,morphine sulfate,병용금기,,,,
197340BIJ,morphine sulfate,병용금기,,,,
197343BIJ,morphine sulfate,병용금기,,,,
197331BIJ,morphine sulfate   10mg(10mg/mL),임산부금기,,,,
197339BIJ,morphine sulfate   10mg(1mg/mL),임산부금기,,,,
197334BIJ,morphine sulfate   15mg(15mg/mL),임산부금기,,,,
197330BIJ,morphine sulfate   1mg(1mg/mL),임산부금기,,,,
197335BIJ,morphine sulfate   20mg(10mg/mL),임산부금기,,,,
197336BIJ,morphine sulfate   30mg(15mg/mL),임산부금기,,,,
197337BIJ,morphine sulfate   45mg(15mg/mL),임산부금기,,,,
197332BIJ,morphine sulfate   5mg(1mg/mL),임산부금기,,,,
380301ATB,moxifloxacin,임산부금기,,,,
801601BIJ,moxifloxacin   0.4g(1.6mg/mL),임산부금기,,,,
380335BIJ,moxifloxacin hydrochloride (as moxifloxacin   0.4g(1.6mg/mL)),임산부금기,,,,
197801ACH,mycophenolate,임산부금기,,,,
451401ATE,mycophenolate,임산부금기,,,,
451402ATE,mycophenolate,임산부금기,,,,
197802ATB,mycophenolate mofetil,임산부금기,,,,
197830ASS,mycophenolate mofetil   34.98g/174.9mL(0.2g/mL),임산부금기,,,,
198301ATB,nadolol,임산부금기,,,,
461501BIJ,nafamostat mesilate,임산부금기,,,,
461502BIJ,nafamostat mesilate,임산부금기,,,,
198930BIJ,nalbuphine hydrochloride   10mg(10mg/mL),임산부금기,,,,
633601ATD,nalfurafine,임산부금기,,,,
199130BIJ,naloxone,임산부금기,,,,
199131BIJ,naloxone,임산부금기,,,,
199132BIJ,naloxone,임산부금기,,,,
517100ATR,"naloxone, oxycodone",임산부금기,,,,
517200ATR,"naloxone, oxycodone",임산부금기,,,,
564000ATR,"naloxone, oxycodone",임산부금기,,,,
564100ATR,"naloxone, oxycodone",임산부금기,,,,
667600ATR,"naloxone, oxycodone",임산부금기,,,,
199201ATB,naltrexone hydrochloride,임산부금기,,,,
199202ATB,naltrexone hydrochloride,임산부금기,,,,
651600ATR,naltrexone hydrochloride,병용금기,,,,
666002BIJ,nanoliposomal irinotecan hydrochloride (as irinotecan),병용금기,,,,
199405ATB,naproxen,병용금기,,,,
199501ATB,naproxen,임산부금기,,,,
518000ATB,naproxen,병용금기,,,,
523500ATB,naproxen,병용금기,,,,
527400ATB,naproxen,병용금기,,,,
725300ATB,naproxen + sumatriptan,임산부금기,,,,
199501ATB,naproxen sodium,병용금기,,,,
415501ATD,naratriptan,임산부금기,,,,
415501ATB,naratriptan HCl,임산부금기,,,,
415501ATB,naratriptan hydrochloride (as naratriptan),병용금기,,,,
415501ATD,naratriptan hydrochloride (as naratriptan),병용금기,,,,
430201ATB,nateglinide,임산부금기,,,,
430202ATB,nateglinide,임산부금기,,,,
430203ATB,nateglinide,임산부금기,,,,
489501ATB,nebivolol,임산부금기,,,,
489502ATB,nebivolol,임산부금기,,,,
489503ATB,nebivolol,임산부금기,,,,
683000ATB,nebivolol + rosuvastatin,임산부금기,,,,
683100ATB,nebivolol + rosuvastatin,임산부금기,,,,
683200ATB,nebivolol + rosuvastatin,임산부금기,,,,
693000ATB,nebivolol + rosuvastatin,임산부금기,,,,
708900ATB,nebivolol + rosuvastatin,임산부금기,,,,
728100ATB,nebivolol + rosuvastatin,임산부금기,,,,
683000ATB,nebivolol hydrochloride (as nebivolol),병용금기,,,,
683100ATB,nebivolol hydrochloride (as nebivolol),병용금기,,,,
683200ATB,nebivolol hydrochloride (as nebivolol),병용금기,,,,
691200ATB,nebivolol hydrochloride (as nebivolol),병용금기,,,,
693000ATB,nebivolol hydrochloride (as nebivolol),병용금기,,,,
708900ATB,nebivolol hydrochloride (as nebivolol),병용금기,,,,
728100ATB,nebivolol hydrochloride (as nebivolol),병용금기,,,,
691200ATB,"nebivolol, rosuvastatin",임산부금기,,,,
200004BIJ,nefopam,임산부금기,,,,
200005BIJ,nefopam,임산부금기,,,,
200006BIJ,nefopam,임산부금기,,,,
200007BIJ,nefopam,임산부금기,,,,
200002ACH,nefopam HCl,임산부금기,,,,
D74300COM,neomycin,임산부금기,,,,
D78700COM,neomycin,임산부금기,,,,
D79100COM,neomycin,임산부금기,,,,
D79200COM,neomycin,임산부금기,,,,
E06300COM,neomycin,임산부금기,,,,
E36700COM,neomycin,임산부금기,,,,
E36800COM,neomycin,임산부금기,,,,
E36900COM,neomycin,임산부금기,,,,
E37000COM,neomycin,임산부금기,,,,
E48200COM,neomycin,임산부금기,,,,
E48300COM,neomycin,임산부금기,,,,
E48400COM,neomycin,임산부금기,,,,
E54100COM,neomycin,임산부금기,,,,
E54700COM,neomycin,임산부금기,,,,
E54800COM,neomycin,임산부금기,,,,
E54900CCM,neomycin,임산부금기,,,,
E26200CCM,neomycin + prednisolone,임산부금기,,,,
200734BIJ,netilmicin,임산부금기,,,,
200730BIJ,netilmicin sulfate,병용금기,,,,
200731BIJ,netilmicin sulfate,병용금기,,,,
200732BIJ,netilmicin sulfate,병용금기,,,,
200733BIJ,netilmicin sulfate,병용금기,,,,
200734BIJ,netilmicin sulfate,병용금기,,,,
200732BIJ,netilmicin sulfate   0.15g(0.1g/mL),임산부금기,,,,
200733BIJ,netilmicin sulfate   0.15g(75mg/mL),임산부금기,,,,
200731BIJ,netilmicin sulfate   0.1g(50mg/mL),임산부금기,,,,
200730BIJ,netilmicin sulfate   50mg(25mg/mL),임산부금기,,,,
674900ACH,netupitant,병용금기,,,,
730801BIJ,niacin,임산부금기,,,,
201032BIJ,nicardipine,임산부금기,,,,
201033BIJ,nicardipine,임산부금기,,,,
201030BIJ,nicardipine hydrochloride,병용금기,,,,
201031BIJ,nicardipine hydrochloride,병용금기,,,,
201032BIJ,nicardipine hydrochloride,병용금기,,,,
201033BIJ,nicardipine hydrochloride,병용금기,,,,
201030BIJ,nicardipine hydrochloride   10mg(1mg/mL),임산부금기,,,,
201031BIJ,nicardipine hydrochloride   20mg(1mg/mL),임산부금기,,,,
201301ATB,nicorandil,병용금기,,,,
201302BIJ,nicorandil,병용금기,,,,
A51803ATC,nicotine,임산부금기,,,,
A87801AMS,nicotine,임산부금기,,,,
A87803AMS,nicotine,임산부금기,,,,
A88102AMS,nicotine,임산부금기,,,,
A88112CPC,nicotine,임산부금기,,,,
A88113CPC,nicotine,임산부금기,,,,
A88114CPC,nicotine,임산부금기,,,,
A88115CPC,nicotine,임산부금기,,,,
A88116CPC,nicotine,임산부금기,,,,
A88117CPC,nicotine,임산부금기,,,,
A88119CPC,nicotine,임산부금기,,,,
A88120CPC,nicotine,임산부금기,,,,
A88121CPC,nicotine,임산부금기,,,,
A88122CPC,nicotine,임산부금기,,,,
A88123CPC,nicotine,임산부금기,,,,
A88124CPC,nicotine,임산부금기,,,,
D57300ATB,nicotinic acid,임산부금기,,,,
528201ATR,nifedipine(micronized),병용금기,,,,
528201ATR,nifedipine(micronized)   33mg,임산부금기,,,,
201501ACH,nifuroxazide,연령금기,,,,
562601ACH,nilotinib hydrochloride monohydrate,임산부금기,,,,
562602ACH,nilotinib hydrochloride monohydrate,임산부금기,,,,
562601ACH,nilotinib hydrochloride monohydrate (as nilotinib),병용금기,,,,
562602ACH,nilotinib hydrochloride monohydrate (as nilotinib),병용금기,,,,
201901ATB,nimodipine,임산부금기,,,,
201930BIJ,nimodipine   10mg(0.2mg/mL),임산부금기,,,,
656101ACS,nintedanib esilate (as nintedanib),임산부금기,,,,
656102ACS,nintedanib esilate (as nintedanib),임산부금기,,,,
678901ACH,niraparib,임산부금기,,,,
703500ATB,nirmatrelvir,병용금기,,,,
638401BIJ,nivolumab,임산부금기,,,,
638402BIJ,nivolumab,임산부금기,,,,
638403BIJ,nivolumab,임산부금기,,,,
203132BIJ,norepinephrine bitartrate   20mg(2mg/mL),임산부금기,,,,
203133BIJ,norepinephrine bitartrate   40mg(2mg/mL),임산부금기,,,,
203131BIJ,norepinephrine bitartrate   8mg(2mg/mL),임산부금기,,,,
203131BIJ,norepinephrine bitartrate (as norepinephrine),병용금기,,,,
203132BIJ,norepinephrine bitartrate (as norepinephrine),병용금기,,,,
203133BIJ,norepinephrine bitartrate (as norepinephrine),병용금기,,,,
203401ATB,nortryptiline HCl,임산부금기,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,,
203402ATB,nortryptiline HCl,임산부금기,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,,
628901BIJ,obinutuzumab,임산부금기,,,,
203940BIJ,ofloxacin,연령금기,,,,
203940BIJ,ofloxacin   0.2g(2mg/mL),임산부금기,,,,
468501ATB,olmesartan,임산부금기,,,,
468502ATB,olmesartan,임산부금기,,,,
468503ATB,olmesartan,임산부금기,,,,
526300ATB,olmesartan medoxomil,병용금기,,,,
526400ATB,olmesartan medoxomil,병용금기,,,,
526500ATB,olmesartan medoxomil,병용금기,,,,
526900ATB,olmesartan medoxomil,병용금기,,,,
644100ATB,olmesartan medoxomil,병용금기,,,,
644200ATB,olmesartan medoxomil,병용금기,,,,
653200ATB,olmesartan medoxomil,병용금기,,,,
677300ATB,olmesartan medoxomil,병용금기,,,,
677400ATB,olmesartan medoxomil,병용금기,,,,
686800ATB,olmesartan medoxomil,병용금기,,,,
686900ATB,olmesartan medoxomil,병용금기,,,,
